LOCATION NUMBER OF DEBTOR|INFOUSA CONTACT NAME|CONTACT TITLE CODE|CONTACT TITLE CODE DESCRIPTION|IUSA COMPANY NAME|IUSA MAILING ADDRESS|IUSA MAIL CITY NAME|IUSA MAIL STATE ABBREV|IUSA MAIL ZIP|IUSA MAIL ZIP4|IUSA MAIL ZIP MERGE|IUSA MAIL CRCODE|IUSA MAIL STATE CODE|IUSA MAIL COUNTY CODE|IUSA COUNTY DESC|MSA CODE|MSA DESCRIPTION|IUSA CENSUS TRACT|IUSA BLOCK GROUP|IUSA LATITUDE|IUSA LONGITUDE|GEOCODING LEVEL CODE|IUSA PHONE NUMBER|FAXNUMO|PRIMARY SIC CODE|PRIMARY SIC DESC|SEC SIC CODE 1|SEC SIC DESC 1|SEC SIC CODE 2|SEC SIC DESC 2|SEC SIC CODE 3|SEC SIC DESC 3|SEC SIC CODE 4|SEC SIC DESC 4|NAICS CODE|NAICS DESCRIPTION|LOC EMP SIZE CODE|LOC EMP SIZE DESC|ACTUAL LOCATION EMPLOYEE SIZE|LOC SALES VOLUME CODE|LOCATION SALES VOL DESC|ACTUAL LOCATION SALES VOLUME|IUSA SUBSIDIARY ID|IUSA PARENT ID|BUSINESS STATUS CODE|YEAR FIRST APPEARED IN YP|BUS CREDIT SCORE CODE|BUSINESS CREDIT SCORE CODE|BUSINESS CREDIT SCORE (ACTUAL)|WORK AT HOME INDICATOR|OWN-LEASE CODE|SQUARE FOOTAGE CODE|WEB ADDRESS - URL|COLLATERAL TYPE|COLLATERAL TYPE DESC|CORP OR IND|DAY ADDED TO UCC DB|MONTH ADDED TO UCC DB|YEAR ADDED TO UCC DB|RECEIVED DAY|RECEIVED MONTH|RECEIVED YEAR|DELIVERABILITY SCORE|DELIVERY POINT BARCODE|EXP DAY|EXP MONTH|EXP YEAR|FILING DAY|FILING MONTH|FILING YEAR|FILING STATE|FILING STATUS|FILING STATUS DESC|FILING TYPE CODE|FILING TYPE DESC|ORIGINAL FILING ID|PARTY TYPE CODE|SOURCE FILING ID|SEC PARTY NAME|SECURED PARTY ADDRESS|SECURED PARTY CITY|SEC PARTY STATE|SECURED PARTY ZIP|SECURED PARTY ZIP4|match code|Key Code 1
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|10|07|2001|10|07|1996|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9600135574|D|9600135574|LELY SOUTHWEST INC|PO BOX 1026|TEMPLE|TX|76503|1026|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|22|04|2002|21|04|1997|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9700080770|D|9700080770|SNAPPER INC|PO BOX 777|MCDONOUGH|GA|30253|0777|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|10|04|2008|00|00|0000|1C|912|01|02|2011|10|03|2008|TX|A|ACTIVE|E1|TERMINATION|100021856|D|800083659|WOODFOREST NATIONAL BANK|PO BOX 2868|CONROE|TX|77305|2868|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|05|08|2002|05|08|1997|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9700154932|D|9700154932|BUTTERY HARDWARE CO INC|201 W MAIN ST|LLANO|TX|78643|1933|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|21|08|2003|21|08|1998|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9800170172|D|9800170172|BIG TEX TRAILER WORLD INC|950 INTERSTATE HIGHWAY 30 E|MOUNT PLEASANT|TX|75455|7711|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|12|03|2013|12|03|2013|1C|877|00|00|0000|01|10|2012|TX||UNKNOWN|A1|ORIGINAL|120030951081|D|120030951081|MOPSLEY SOLUTIONS 888 689-1250|7600 ORA GLEN DR UNIT 956|GREENBELT|MD|20768|7549|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|13|10|2003|07|02|2001|TX|L|LAPSED/INACTIVE/EXPIRED|E1|TERMINATION|9800202835|D|100613971|AMERICAN JAWA LTD|185 EXPRESS ST|PLAINVIEW|NY|11803|2411|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|07|03|2007|00|00|0000|1C|912|15|02|2012|13|12|2006|TX|A|ACTIVE|C1|CONTINUATION|20019381650|D|600405322|CRADER DISTRIBUTING CO|RR 3 BOX 3135|MARBLE HILL|MO|63764|0000|L|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|03|03|2010|03|03|2000|TX|A|ACTIVE|A1|ORIGINAL|444895|D|444895|MIDSOUTH BANK NA|PO BOX 3745|LAFAYETTE|LA|70502|3745|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|03|03|2010|21|02|2005|TX|A|ACTIVE|C1|CONTINUATION|444895|D|500054154|AGRICREDIT ACCEPTANCE CO|PO BOX 7902|URBANDALE|IA|50323|9402|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|14|01|2007|00|00|0000|1C|912|21|09|2011|21|09|2006|TX|A|ACTIVE|A1|ORIGINAL|60031567250|D|60031567250|MAHINDRA USA INC|17723 FM 2920 RD|TOMBALL|TX|77377|5982|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|30|01|2001|30|01|1996|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9600019817|D|9600019817|FRIGIDAIRE FINANCIAL CORP|PO BOX 855|WORTHINGTON|OH|43085|0855|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|27|11|2001|27|11|1996|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9600236048|D|9600236048|BLUE MOUNTAIN EQUIPMENT INC|3303 N MCDONALD ST|MCKINNEY|TX|75071|0376|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|16|08|2004|16|08|1999|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9900167335|D|9900167335|BANK OF AMERICA|701 5TH AVE|SEATTLE|WA|98104|7097|T|
963393756|JOHN ALLEN|3|MANAGER|TOP FLIGHT TRAILER & EQUIPMENT|12087 HIGHWAY 105 E|CONROE|TX|77306|5334|77306-5334|R086|48|339|MONTGOMERY|||693900|5||||936-756-9797||352402|TREE SERVICE EQUIPMENT & SUPPLIES (MFRS)|506316|GENERATORS-ELECTRIC (WHLS)|508304|TRACTOR-DEALERS (WHLS)|508310|FARM EQUIPMENT (WHLS)|526101|LAWN & GARDEN EQUIP & SUPPLIES-RETAIL|33311207|LAWN & GARDEN TRACTOR/HOME LAWN/GARDEN EQUIP MFG|B|5-9|00007|D|$2.5-5 MILLION|000003663|||9|2001|C+|75 TO 79|079|||C|TOPFLIGHTEQUIPMENT.COM|||C|01|03|2006|28|02|2006|1C|912|16|12|2004|16|12|1999|TX|L|LAPSED/INACTIVE/EXPIRED|A1|ORIGINAL|9900248962|D|9900248962|MAHINDRA USA INC|17723 FM 2920 RD|TOMBALL|TX|77377|5982|T|
427346882||B||UNIQUE REFLECTIONS LLC|15915 MUESCHKE RD|CYPRESS|TX|77433|1489|77433-1489|R001|48|201|HARRIS|||555701|1||||281-256-0077||723106|BEAUTY SALONS|||||||||81211202|BEAUTY SALONS|A|1-4|00002|A|LESS THAN $500,000|000000085|||9|2013|U|LESS THAN 70|068|C||A||||C|06|06|2013|06|06|2013|1C|158|00|00|0000|09|05|2013|TX||UNKNOWN|A1|ORIGINAL|130014814486|D|130014814486|SNAP ADVANCES LLC|136 E SOUTH TEMPLE STE 2420|SALT LAKE CITY|UT|84111|1185|T|
425345362||B||GULFSTAR INDUSTRIAL SVC|16322 AVENUE C|CHANNELVIEW|TX|77530|4344|77530-4344|C004|48|201|HARRIS|||252500|2||||281-457-9374||899999|SERVICES NEC|||||||||54199009|ALL OTHER PROFESSIONAL, SCIENTIFIC/TECHNICAL SVCS|A|1-4|00002|B|$500,000-1 MILLION|000000602|||9|2012|U|LESS THAN 70|065|||B||||C|09|07|2013|09|07|2013|1C|229|00|00|0000|22|05|2013|TX||UNKNOWN|A1|ORIGINAL|130016309023|D|130016309023|MERIT FINANCIAL INC|10590 WESTOFFICE DR STE 280|HOUSTON|TX|77042|5328|L|
409276198||B||BLING LADY SPIRIT SHOP|901 W MAIN ST|LEAGUE CITY|TX|77573|2023|77573-2023|C002|48|167|GALVESTON|||720700|2||||281-332-3020||594712|GIFT SHOPS|||||||||45322013|GIFT, NOVELTY & SOUVENIR STORES|A|1-4|00002|A|LESS THAN $500,000|000000212|||9|2011|U|LESS THAN 70|068|||A||||C|12|03|2013|12|03|2013|1C|013|00|00|0000|12|02|2013|TX||UNKNOWN|A1|ORIGINAL|130004704706|D|130004704706|MERCHANT CASH & CAPITAL LLC|450 PARK AVE S FL 11|NEW YORK|NY|10016|7320|T|
224310508|NATALIE SPENCER|1|OWNER|CASTROVILLE NEWS BULLETIN|1105 FIORELLA ST|CASTROVILLE|TX|78009|4577|78009-4577|R003|48|325|MEDINA|||000102|2||||830-931-9698|830-931-3450|271101|NEWSPAPERS (PUBLISHERS/MFRS)|||||||||51111003|NEWSPAPER PUBLISHERS|C|10-19|00014|D|$2.5-5 MILLION|000002954|||9|2003|A|90 TO 94|091|||B|CORNERSTONENEWSPAPERS.COM|||C|14|08|2013|14|08|2013|1C|058|00|00|0000|02|07|2013|TX||UNKNOWN|A1|ORIGINAL|130021141134|D|130021141134|160 LOCUSTS INC AS AGENT|25 DEERWOOD DR|BUFFALO|NY|14221|1614|L|
224310508|NATALIE SPENCER|1|OWNER|CASTROVILLE NEWS BULLETIN|1105 FIORELLA ST|CASTROVILLE|TX|78009|4577|78009-4577|R003|48|325|MEDINA|||000102|2||||830-931-9698|830-931-3450|271101|NEWSPAPERS (PUBLISHERS/MFRS)|||||||||51111003|NEWSPAPER PUBLISHERS|C|10-19|00014|D|$2.5-5 MILLION|000002954|||9|2003|A|90 TO 94|091|||B|CORNERSTONENEWSPAPERS.COM|||C|12|03|2013|12|03|2013|1C|058|00|00|0000|19|11|2012|TX||UNKNOWN|A1|ORIGINAL|120036235395|D|120036235395|TIPLER CREATIONS|PO BOX 956|GREENBELT|MD|20768|0956|T|
224310508|NATALIE SPENCER|1|OWNER|CASTROVILLE NEWS BULLETIN|1105 FIORELLA ST|CASTROVILLE|TX|78009|4577|78009-4577|R003|48|325|MEDINA|||000102|2||||830-931-9698|830-931-3450|271101|NEWSPAPERS (PUBLISHERS/MFRS)|||||||||51111003|NEWSPAPER PUBLISHERS|C|10-19|00014|D|$2.5-5 MILLION|000002954|||9|2003|A|90 TO 94|091|||B|CORNERSTONENEWSPAPERS.COM|||C|07|05|2013|07|05|2013|1C|058|00|00|0000|22|04|2013|TX||UNKNOWN|A1|ORIGINAL|130012610488|D|130012610488|APZB INDUSTRIES|300 LEDGEWOOD PL STE 301|ROCKLAND|MA|02370|1098|L|
898589064|JOE IBARRA|1|OWNER|LA OLLA MEXICAN RESTAURANT|424 E UNIVERSITY DR|EDINBURG|TX|78539|3551|78539-3551|C011|48|215|HIDALGO|||023700|2||||956-316-0868||581208|RESTAURANTS|||||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000291|||9|1995|B+|85 TO 89|086|||A||||C|30|03|2010|00|00|0000|1C|248|14|08|2014|14|08|2009|TX|A|ACTIVE|A1|ORIGINAL|90023258675|D|90023258675|STRATEGIC FUNDING SOURCE INC|1501 BROADWAY STE 360|NEW YORK|NY|10036|5501|T|
898589064|JOE IBARRA|1|OWNER|LA OLLA MEXICAN RESTAURANT|424 E UNIVERSITY DR|EDINBURG|TX|78539|3551|78539-3551|C011|48|215|HIDALGO|||023700|2||||956-316-0868||581208|RESTAURANTS|||||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000291|||9|1995|B+|85 TO 89|086|||A||||C|30|03|2010|00|00|0000|1C|248|14|08|2014|14|10|2009|TX|A|ACTIVE|E1|TERMINATION|90023258675|D|900287214|STRATEGIC FUNDING SOURCE INC|1501 BROADWAY STE 360|NEW YORK|NY|10036|5501|T|
898589064|JOE IBARRA|1|OWNER|LA OLLA MEXICAN RESTAURANT|424 E UNIVERSITY DR|EDINBURG|TX|78539|3551|78539-3551|C011|48|215|HIDALGO|||023700|2||||956-316-0868||581208|RESTAURANTS|||||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000291|||9|1995|B+|85 TO 89|086|||A||||C|28|08|2007|00|00|0000|1C|248|26|06|2012|26|06|2007|TX|A|ACTIVE|A1|ORIGINAL|70021483267|D|70021483267|FATON INC|1440 CORAL RIDGE DR # 110|CORAL SPRINGS|FL|33071|5433|T|
898589064|JOE IBARRA|1|OWNER|LA OLLA MEXICAN RESTAURANT|424 E UNIVERSITY DR|EDINBURG|TX|78539|3551|78539-3551|C011|48|215|HIDALGO|||023700|2||||956-316-0868||581208|RESTAURANTS|||||||||72251117|FULL-SERVICE RESTAURANTS|B|5-9|00006|A|LESS THAN $500,000|000000291|||9|1995|B+|85 TO 89|086|||A||||C|30|06|2010|00|00|0000|1C|248|14|06|2015|14|06|2010|TX|A|ACTIVE|A1|ORIGINAL|100016968910|D|100016968910|LANE EQUIPMENT CO|410 EXPRESSWAY 83|DONNA|TX|78537|4107|T|
428106956||B||MOTO TEXAS/SCOOTIQUE|1318 S STATE HIGHWAY 16 # 10|FREDERICKSBURG|TX|78624|5198|78624-5198|R005|48|171|GILLESPIE|||950500|1||||830-997-1116||557106|MOTORCYCLES & MOTOR SCOOTERS-DEALERS|769967|MOTORCYCLES & MOTOR SCOOTERS-RPR & SVC|||||||44122808|MOTORCYCLE, ATV & ALL OTHER MOTOR VEHICLE DEALERS|A|1-4|00003|C|$1-2.5 MILLION|000001250|||9|2013|U|LESS THAN 70|061|||B||||C|14|08|2013|14|08|2013|1C|418|00|00|0000|28|06|2013|TX||UNKNOWN|A1|ORIGINAL|130020670978|D|130020670978|VISIONARY BUSINESS LOANS LLC|1001 19TH ST N STE 1242|ARLINGTON|VA|22209|1722|T|
649688082||B||TEMPTATION LINGERIE & MODELING|15605 CONNIE ST|AUSTIN|TX|78728|3946|78728-3946|R053|48|453|TRAVIS|||001851|3||||512-284-9300||563210|LINGERIE|||||||||44819019|OTHER CLOTHING STORES|A|1-4|00004|B|$500,000-1 MILLION|000000593|||9|2007|B|80 TO 84|080|||C|TEMPTATIONSMODELING.COM|||C|12|03|2013|12|03|2013|1C|051|00|00|0000|04|10|2012|TX||UNKNOWN|A1|ORIGINAL|120031546971|D|120031546971|SID 160 CORP AS AGENT|25 DEERWOOD DR|BUFFALO|NY|14221|1614|T|
988825451|SHEA SHOWERS|1|OWNER|PEPPERMINT PLANTATION|1300 N BIG SPRING ST|MIDLAND|TX|79701|2752|79701-2752|C092|48|329|MIDLAND|||010200|1||||432-687-5683|432-682-7586|835102|SCHOOLS-NURSERY & KINDERGARTEN ACADEMIC|||||||||62441006|CHILD DAY CARE SERVICES|C|10-19|00014|B|$500,000-1 MILLION|000000604|||9|2001|A|90 TO 94|090|||B|PEPPERMINTPLANTATION.COM|||C|01|03|2006|28|02|2006|1C|000|28|12|2009|28|12|2004|TX|A|ACTIVE|A1|ORIGINAL|40092804209|D|40092804209|SECURITY STATE BANK|110 E 7TH ST|ODESSA|TX|79761|4506|T|
988825451|SHEA SHOWERS|1|OWNER|PEPPERMINT PLANTATION|1300 N BIG SPRING ST|MIDLAND|TX|79701|2752|79701-2752|C092|48|329|MIDLAND|||010200|1||||432-687-5683|432-682-7586|835102|SCHOOLS-NURSERY & KINDERGARTEN ACADEMIC|||||||||62441006|CHILD DAY CARE SERVICES|C|10-19|00014|B|$500,000-1 MILLION|000000604|||9|2001|A|90 TO 94|090|||B|PEPPERMINTPLANTATION.COM|||C|07|07|2009|00|00|0000|1C|000|03|09|2013|29|01|2009|TX|A|ACTIVE|B1|AMENDMENT|80029182727|D|900027767|TEXAS CAPITAL BANK NA|6060 N CENTRAL EXPY STE 800|DALLAS|TX|75206|5214|T|
988825451|SHEA SHOWERS|1|OWNER|PEPPERMINT PLANTATION|1300 N BIG SPRING ST|MIDLAND|TX|79701|2752|79701-2752|C092|48|329|MIDLAND|||010200|1||||432-687-5683|432-682-7586|835102|SCHOOLS-NURSERY & KINDERGARTEN ACADEMIC|||||||||62441006|CHILD DAY CARE SERVICES|C|10-19|00014|B|$500,000-1 MILLION|000000604|||9|2001|A|90 TO 94|090|||B|PEPPERMINTPLANTATION.COM|||C|07|07|2009|00|00|0000|1C|000|10|09|2013|29|09|2008|TX|A|ACTIVE|B1|AMENDMENT|80030155012|D|800320889|FINANCIAL PACIFIC LEASING LLC|PO BOX 4568|FEDERAL WAY|WA|98063|4568|T|
988825451|SHEA SHOWERS|1|OWNER|PEPPERMINT PLANTATION|1300 N BIG SPRING ST|MIDLAND|TX|79701|2752|79701-2752|C092|48|329|MIDLAND|||010200|1||||432-687-5683|432-682-7586|835102|SCHOOLS-NURSERY & KINDERGARTEN ACADEMIC|||||||||62441006|CHILD DAY CARE SERVICES|C|10-19|00014|B|$500,000-1 MILLION|000000604|||9|2001|A|90 TO 94|090|||B|PEPPERMINTPLANTATION.COM|||C|07|07|2009|00|00|0000|1C|000|09|09|2013|09|09|2008|TX|A|ACTIVE|A1|ORIGINAL|80029958778|D|80029958778|GRAND BANK OF TEXAS|PO BOX 530087|GRAND PRAIRIE|TX|75053|0087|T|
988825451|SHEA SHOWERS|1|OWNER|PEPPERMINT PLANTATION|1300 N BIG SPRING ST|MIDLAND|TX|79701|2752|79701-2752|C092|48|329|MIDLAND|||010200|1||||432-687-5683|432-682-7586|835102|SCHOOLS-NURSERY & KINDERGARTEN ACADEMIC|||||||||62441006|CHILD DAY CARE SERVICES|C|10-19|00014|B|$500,000-1 MILLION|000000604|||9|2001|A|90 TO 94|090|||B|PEPPERMINTPLANTATION.COM|||C|07|07|2009|00|00|0000|1C|000|10|09|2013|10|09|2008|TX|A|ACTIVE|A1|ORIGINAL|80030155012|D|80030155012|FINANCIAL PACIFIC LEASING LLC|PO BOX 4568|FEDERAL WAY|WA|98063|4568|T|
